---------------------------------
| rollout/           |          |
|    policy_gradient_loss | -0.0584     |
|    std                  | 0.295       |
|    value_loss           | 0.00469     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.4        |
|    ep_rew_mean          | -540        |
| time/                   |             |
|    fps                  | 987         |
|    iterations           | 23          |
|    time_elapsed         | 71          |
|    total_timesteps      | 449720      |
| train/                  |             |
|    approx_kl            | 0.058982972 |
|    clip_fraction        | 0.384       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.787      |
|    explained_variance   | 0.919       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0799     |
|    n_updates            | 2880        |
|    policy_gradient_loss | -0.0549     |
|    std                  | 0.296       |
|    value_loss           | 0.00685     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 63.2        |
|    ep_rew_mean          | -590        |
| time/                   |             |
|    fps                  | 984         |
|    iterations           | 24          |
|    time_elapsed         | 74          |
|    total_timesteps      | 452792      |
| train/                  |             |
|    approx_kl            | 0.057103474 |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.804      |
|    explained_variance   | 0.891       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.106      |
|    n_updates            | 2890        |
|    policy_gradient_loss | -0.0673     |
|    std                  | 0.297       |
|    value_loss           | 0.0132      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57          |
|    ep_rew_mean          | -535        |
| time/                   |             |
|    fps                  | 989         |
|    iterations           | 25          |
|    time_elapsed         | 77          |
|    total_timesteps      | 455864      |
| train/                  |             |
|    approx_kl            | 0.051924154 |
|    clip_fraction        | 0.368       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.81       |
|    explained_variance   | 0.857       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.105      |
|    n_updates            | 2900        |
|    policy_gradient_loss | -0.0611     |
|    std                  | 0.297       |
|    value_loss           | 0.0123      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54          |
|    ep_rew_mean          | -514        |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 26          |
|    time_elapsed         | 80          |
|    total_timesteps      | 458936      |
| train/                  |             |
|    approx_kl            | 0.055503447 |
|    clip_fraction        | 0.386       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.82       |
|    explained_variance   | 0.897       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0882     |
|    n_updates            | 2910        |
|    policy_gradient_loss | -0.0592     |
|    std                  | 0.298       |
|    value_loss           | 0.0131      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 55.5       |
|    ep_rew_mean          | -530       |
| time/                   |            |
|    fps                  | 997        |
|    iterations           | 27         |
|    time_elapsed         | 83         |
|    total_timesteps      | 462008     |
| train/                  |            |
|    approx_kl            | 0.05313492 |
|    clip_fraction        | 0.368      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.829     |
|    explained_variance   | 0.928      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0995    |
|    n_updates            | 2920       |
|    policy_gradient_loss | -0.0635    |
|    std                  | 0.298      |
|    value_loss           | 0.00887    |
----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 56.6     |
|    ep_rew_mean     | -530     |
| time/              |          |
|    fps             | 3618     |
|    iterations      | 1        |
|    time_elapsed    | 0        |
|    total_timesteps | 465080   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58         |
|    ep_rew_mean          | -540       |
| time/                   |            |
|    fps                  | 1700       |
|    iterations           | 2          |
|    time_elapsed         | 3          |
|    total_timesteps      | 468152     |
| train/                  |            |
|    approx_kl            | 0.06236467 |
|    clip_fraction        | 0.392      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.836     |
|    explained_variance   | 0.881      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.1       |
|    n_updates            | 2940       |
|    policy_gradient_loss | -0.0633    |
|    std                  | 0.299      |
|    value_loss           | 0.011      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.3       |
|    ep_rew_mean          | -571       |
| time/                   |            |
|    fps                  | 1299       |
|    iterations           | 3          |
|    time_elapsed         | 7          |
|    total_timesteps      | 471224     |
| train/                  |            |
|    approx_kl            | 0.05694081 |
|    clip_fraction        | 0.376      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.836     |
|    explained_variance   | 0.895      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0804    |
|    n_updates            | 2950       |
|    policy_gradient_loss | -0.0684    |
|    std                  | 0.299      |
|    value_loss           | 0.0148     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.7        |
|    ep_rew_mean          | -525        |
| time/                   |             |
|    fps                  | 1226        |
|    iterations           | 4           |
|    time_elapsed         | 10          |
|    total_timesteps      | 474296      |
| train/                  |             |
|    approx_kl            | 0.056041997 |
|    clip_fraction        | 0.382       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.843      |
|    explained_variance   | 0.902       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0959     |
|    n_updates            | 2960        |
|    policy_gradient_loss | -0.0657     |
|    std                  | 0.299       |
|    value_loss           | 0.00919     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.8        |
|    ep_rew_mean          | -539        |
| time/                   |             |
|    fps                  | 1203        |
|    iterations           | 5           |
|    time_elapsed         | 12          |
|    total_timesteps      | 477368      |
| train/                  |             |
|    approx_kl            | 0.057909954 |
|    clip_fraction        | 0.377       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.849      |
|    explained_variance   | 0.861       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0879     |
|    n_updates            | 2970        |
|    policy_gradient_loss | -0.0584     |
|    std                  | 0.3         |
|    value_loss           | 0.0157      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 57.6        |
|    ep_rew_mean          | -554        |
| time/                   |             |
|    fps                  | 1187        |
|    iterations           | 6           |
|    time_elapsed         | 15          |
|    total_timesteps      | 480440      |
| train/                  |             |
|    approx_kl            | 0.051786903 |
|    clip_fraction        | 0.374       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.859      |
|    explained_variance   | 0.869       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0972     |
|    n_updates            | 2980        |
|    policy_gradient_loss | -0.065      |
|    std                  | 0.3         |
|    value_loss           | 0.0193      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 54.2       |
|    ep_rew_mean          | -517       |
| time/                   |            |
|    fps                  | 1170       |
|    iterations           | 7          |
|    time_elapsed         | 18         |
|    total_timesteps      | 483512     |
| train/                  |            |
|    approx_kl            | 0.05667435 |
|    clip_fraction        | 0.373      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.864     |
|    explained_variance   | 0.873      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0846    |
|    n_updates            | 2990       |
|    policy_gradient_loss | -0.0676    |
|    std                  | 0.301      |
|    value_loss           | 0.0142     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51         |
|    ep_rew_mean          | -485       |
| time/                   |            |
|    fps                  | 1157       |
|    iterations           | 8          |
|    time_elapsed         | 21         |
|    total_timesteps      | 486584     |
| train/                  |            |
|    approx_kl            | 0.05337125 |
|    clip_fraction        | 0.361      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.871     |
|    explained_variance   | 0.881      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0855    |
|    n_updates            | 3000       |
|    policy_gradient_loss | -0.0569    |
|    std                  | 0.302      |
|    value_loss           | 0.00876    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.4        |
|    ep_rew_mean          | -502        |
| time/                   |             |
|    fps                  | 1146        |
|    iterations           | 9           |
|    time_elapsed         | 24          |
|    total_timesteps      | 489656      |
| train/                  |             |
|    approx_kl            | 0.051852733 |
|    clip_fraction        | 0.376       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.872      |
|    explained_variance   | 0.912       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.113      |
|    n_updates            | 3010        |
|    policy_gradient_loss | -0.0642     |
|    std                  | 0.301       |
|    value_loss           | 0.0112      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 52.4       |
|    ep_rew_mean          | -497       |
| time/                   |            |
|    fps                  | 1142       |
|    iterations           | 10         |
|    time_elapsed         | 26         |
|    total_timesteps      | 492728     |
| train/                  |            |
|    approx_kl            | 0.05672057 |
|    clip_fraction        | 0.378      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.871     |
|    explained_variance   | 0.873      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0895    |
|    n_updates            | 3020       |
|    policy_gradient_loss | -0.0575    |
|    std                  | 0.302      |
|    value_loss           | 0.012      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 56.7       |
|    ep_rew_mean          | -535       |
| time/                   |            |
|    fps                  | 1125       |
|    iterations           | 11         |
|    time_elapsed         | 30         |
|    total_timesteps      | 495800     |
| train/                  |            |
|    approx_kl            | 0.05478434 |
|    clip_fraction        | 0.38       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.892     |
|    explained_variance   | 0.897      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0923    |
|    n_updates            | 3030       |
|    policy_gradient_loss | -0.0613    |
|    std                  | 0.304      |
|    value_loss           | 0.00916    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.1        |
|    ep_rew_mean          | -534        |
| time/                   |             |
|    fps                  | 1117        |
|    iterations           | 12          |
|    time_elapsed         | 32          |
|    total_timesteps      | 498872      |
| train/                  |             |
|    approx_kl            | 0.060978908 |
|    clip_fraction        | 0.398       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.911      |
|    explained_variance   | 0.897       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0825     |
|    n_updates            | 3040        |
|    policy_gradient_loss | -0.0646     |
|    std                  | 0.305       |
|    value_loss           | 0.0129      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.4        |
|    ep_rew_mean          | -493        |
| time/                   |             |
|    fps                  | 1116        |
|    iterations           | 13          |
|    time_elapsed         | 35          |
|    total_timesteps      | 501944      |
| train/                  |             |
|    approx_kl            | 0.057570934 |
|    clip_fraction        | 0.378       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.928      |
|    explained_variance   | 0.895       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.105      |
|    n_updates            | 3050        |
|    policy_gradient_loss | -0.0664     |
|    std                  | 0.306       |
|    value_loss           | 0.0148      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.4        |
|    ep_rew_mean          | -490        |
| time/                   |             |
|    fps                  | 1113        |
|    iterations           | 14          |
|    time_elapsed         | 38          |
|    total_timesteps      | 505016      |
| train/                  |             |
|    approx_kl            | 0.057743195 |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.937      |
|    explained_variance   | 0.91        |
|    learning_rate        | 7e-05       |
|    loss                 | -0.114      |
|    n_updates            | 3060        |
|    policy_gradient_loss | -0.0594     |
|    std                  | 0.307       |
|    value_loss           | 0.00905     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.2        |
|    ep_rew_mean          | -493        |
| time/                   |             |
|    fps                  | 1105        |
|    iterations           | 15          |
|    time_elapsed         | 41          |
|    total_timesteps      | 508088      |
| train/                  |             |
|    approx_kl            | 0.051789403 |
|    clip_fraction        | 0.373       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.943      |
|    explained_variance   | 0.904       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.134      |
|    n_updates            | 3070        |
|    policy_gradient_loss | -0.062      |
|    std                  | 0.307       |
|    value_loss           | 0.0103      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.1        |
|    ep_rew_mean          | -484        |
| time/                   |             |
|    fps                  | 1089        |
|    iterations           | 16          |
|    time_elapsed         | 45          |
|    total_timesteps      | 511160      |
| train/                  |             |
|    approx_kl            | 0.051389515 |
|    clip_fraction        | 0.369       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.942      |
|    explained_variance   | 0.914       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0884     |
|    n_updates            | 3080        |
|    policy_gradient_loss | -0.0603     |
|    std                  | 0.307       |
|    value_loss           | 0.00882     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.9        |
|    ep_rew_mean          | -489        |
| time/                   |             |
|    fps                  | 1068        |
|    iterations           | 17          |
|    time_elapsed         | 48          |
|    total_timesteps      | 514232      |
| train/                  |             |
|    approx_kl            | 0.059717372 |
|    clip_fraction        | 0.389       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.955      |
|    explained_variance   | 0.911       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.109      |
|    n_updates            | 3090        |
|    policy_gradient_loss | -0.0637     |
|    std                  | 0.309       |
|    value_loss           | 0.00821     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.7        |
|    ep_rew_mean          | -477        |
| time/                   |             |
|    fps                  | 1064        |
|    iterations           | 18          |
|    time_elapsed         | 51          |
|    total_timesteps      | 517304      |
| train/                  |             |
|    approx_kl            | 0.054571424 |
|    clip_fraction        | 0.367       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.965      |
|    explained_variance   | 0.886       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0935     |
|    n_updates            | 3100        |
|    policy_gradient_loss | -0.0575     |
|    std                  | 0.308       |
|    value_loss           | 0.00953     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.8        |
|    ep_rew_mean          | -481        |
| time/                   |             |
|    fps                  | 1066        |
|    iterations           | 19          |
|    time_elapsed         | 54          |
|    total_timesteps      | 520376      |
| train/                  |             |
|    approx_kl            | 0.055488423 |
|    clip_fraction        | 0.363       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.968      |
|    explained_variance   | 0.903       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0953     |
|    n_updates            | 3110        |
|    policy_gradient_loss | -0.0597     |
|    std                  | 0.31        |
|    value_loss           | 0.0109      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51.1       |
|    ep_rew_mean          | -494       |
| time/                   |            |
|    fps                  | 1066       |
|    iterations           | 20         |
|    time_elapsed         | 57         |
|    total_timesteps      | 523448     |
| train/                  |            |
|    approx_kl            | 0.05045699 |
|    clip_fraction        | 0.367      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.981     |
|    explained_variance   | 0.884      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.1       |
|    n_updates            | 3120       |
|    policy_gradient_loss | -0.0653    |
|    std                  | 0.31       |
|    value_loss           | 0.0157     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.9        |
|    ep_rew_mean          | -511        |
| time/                   |             |
|    fps                  | 1063        |
|    iterations           | 21          |
|    time_elapsed         | 60          |
|    total_timesteps      | 526520      |
| train/                  |             |
|    approx_kl            | 0.056336354 |
|    clip_fraction        | 0.378       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.989      |
|    explained_variance   | 0.886       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.131      |
|    n_updates            | 3130        |
|    policy_gradient_loss | -0.0595     |
|    std                  | 0.311       |
|    value_loss           | 0.0127      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.6        |
|    ep_rew_mean          | -525        |
| time/                   |             |
|    fps                  | 1061        |
|    iterations           | 22          |
|    time_elapsed         | 63          |
|    total_timesteps      | 529592      |
| train/                  |             |
|    approx_kl            | 0.056992922 |
|    clip_fraction        | 0.38        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1          |
|    explained_variance   | 0.848       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.105      |
|    n_updates            | 3140        |
|    policy_gradient_loss | -0.0671     |
|    std                  | 0.311       |
|    value_loss           | 0.0184      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 48.5       |
|    ep_rew_mean          | -477       |
| time/                   |            |
|    fps                  | 1062       |
|    iterations           | 23         |
|    time_elapsed         | 66         |
|    total_timesteps      | 532664     |
| train/                  |            |
|    approx_kl            | 0.05552129 |
|    clip_fraction        | 0.374      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1         |
|    explained_variance   | 0.874      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.119     |
|    n_updates            | 3150       |
|    policy_gradient_loss | -0.0655    |
|    std                  | 0.312      |
|    value_loss           | 0.0142     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 52.6       |
|    ep_rew_mean          | -505       |
| time/                   |            |
|    fps                  | 1057       |
|    iterations           | 24         |
|    time_elapsed         | 69         |
|    total_timesteps      | 535736     |
| train/                  |            |
|    approx_kl            | 0.05086996 |
|    clip_fraction        | 0.357      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.01      |
|    explained_variance   | 0.906      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0969    |
|    n_updates            | 3160       |
|    policy_gradient_loss | -0.0619    |
|    std                  | 0.312      |
|    value_loss           | 0.0134     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.3       |
|    ep_rew_mean          | -506       |
| time/                   |            |
|    fps                  | 1055       |
|    iterations           | 25         |
|    time_elapsed         | 72         |
|    total_timesteps      | 538808     |
| train/                  |            |
|    approx_kl            | 0.05768202 |
|    clip_fraction        | 0.384      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.02      |
|    explained_variance   | 0.875      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0899    |
|    n_updates            | 3170       |
|    policy_gradient_loss | -0.0651    |
|    std                  | 0.313      |
|    value_loss           | 0.0135     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.4       |
|    ep_rew_mean          | -512       |
| time/                   |            |
|    fps                  | 1053       |
|    iterations           | 26         |
|    time_elapsed         | 75         |
|    total_timesteps      | 541880     |
| train/                  |            |
|    approx_kl            | 0.05485959 |
|    clip_fraction        | 0.382      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.03      |
|    explained_variance   | 0.887      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.102     |
|    n_updates            | 3180       |
|    policy_gradient_loss | -0.0655    |
|    std                  | 0.313      |
|    value_loss           | 0.00985    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 55.9       |
|    ep_rew_mean          | -535       |
| time/                   |            |
|    fps                  | 1049       |
|    iterations           | 27         |
|    time_elapsed         | 79         |
|    total_timesteps      | 544952     |
| train/                  |            |
|    approx_kl            | 0.05005892 |
|    clip_fraction        | 0.377      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.03      |
|    explained_variance   | 0.9        |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0818    |
|    n_updates            | 3190       |
|    policy_gradient_loss | -0.064     |
|    std                  | 0.313      |
|    value_loss           | 0.0122     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 60.4       |
|    ep_rew_mean          | -572       |
| time/                   |            |
|    fps                  | 1044       |
|    iterations           | 28         |
|    time_elapsed         | 82         |
|    total_timesteps      | 548024     |
| train/                  |            |
|    approx_kl            | 0.04842055 |
|    clip_fraction        | 0.356      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.03      |
|    explained_variance   | 0.918      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.111     |
|    n_updates            | 3200       |
|    policy_gradient_loss | -0.0601    |
|    std                  | 0.314      |
|    value_loss           | 0.0102     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.3        |
|    ep_rew_mean          | -520        |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 29          |
|    time_elapsed         | 85          |
|    total_timesteps      | 551096      |
| train/                  |             |
|    approx_kl            | 0.055831026 |
|    clip_fraction        | 0.379       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.858       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0999     |
|    n_updates            | 3210        |
|    policy_gradient_loss | -0.0632     |
|    std                  | 0.315       |
|    value_loss           | 0.0216      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.6        |
|    ep_rew_mean          | -498        |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 30          |
|    time_elapsed         | 88          |
|    total_timesteps      | 554168      |
| train/                  |             |
|    approx_kl            | 0.056132477 |
|    clip_fraction        | 0.38        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.934       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.137      |
|    n_updates            | 3220        |
|    policy_gradient_loss | -0.0666     |
|    std                  | 0.315       |
|    value_loss           | 0.00684     |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 57       |
|    ep_rew_mean     | -663     |
| time/              |          |
|    fps             | 3083     |
|    iterations      | 1        |
|    time_elapsed    | 0        |
|    total_timesteps | 557240   |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51.2       |
|    ep_rew_mean          | -701       |
| time/                   |            |
|    fps                  | 1464       |
|    iterations           | 2          |
|    time_elapsed         | 4          |
|    total_timesteps      | 560312     |
| train/                  |            |
|    approx_kl            | 0.05175063 |
|    clip_fraction        | 0.365      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.04      |
|    explained_variance   | 0.811      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0904    |
|    n_updates            | 3240       |
|    policy_gradient_loss | -0.064     |
|    std                  | 0.314      |
|    value_loss           | 0.0306     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.9        |
|    ep_rew_mean          | -755        |
| time/                   |             |
|    fps                  | 1257        |
|    iterations           | 3           |
|    time_elapsed         | 7           |
|    total_timesteps      | 563384      |
| train/                  |             |
|    approx_kl            | 0.055286467 |
|    clip_fraction        | 0.382       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.887       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0977     |
|    n_updates            | 3250        |
|    policy_gradient_loss | -0.0649     |
|    std                  | 0.315       |
|    value_loss           | 0.0151      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.1        |
|    ep_rew_mean          | -870        |
| time/                   |             |
|    fps                  | 1186        |
|    iterations           | 4           |
|    time_elapsed         | 10          |
|    total_timesteps      | 566456      |
| train/                  |             |
|    approx_kl            | 0.052452903 |
|    clip_fraction        | 0.389       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.05       |
|    explained_variance   | 0.84        |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0889     |
|    n_updates            | 3260        |
|    policy_gradient_loss | -0.0675     |
|    std                  | 0.315       |
|    value_loss           | 0.0432      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 57.1       |
|    ep_rew_mean          | -794       |
| time/                   |            |
|    fps                  | 1139       |
|    iterations           | 5          |
|    time_elapsed         | 13         |
|    total_timesteps      | 569528     |
| train/                  |            |
|    approx_kl            | 0.05442242 |
|    clip_fraction        | 0.375      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.05      |
|    explained_variance   | 0.9        |
|    learning_rate        | 7e-05      |
|    loss                 | -0.125     |
|    n_updates            | 3270       |
|    policy_gradient_loss | -0.0695    |
|    std                  | 0.316      |
|    value_loss           | 0.0267     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.6        |
|    ep_rew_mean          | -697        |
| time/                   |             |
|    fps                  | 1115        |
|    iterations           | 6           |
|    time_elapsed         | 16          |
|    total_timesteps      | 572600      |
| train/                  |             |
|    approx_kl            | 0.050509695 |
|    clip_fraction        | 0.37        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.06       |
|    explained_variance   | 0.913       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0738     |
|    n_updates            | 3280        |
|    policy_gradient_loss | -0.058      |
|    std                  | 0.317       |
|    value_loss           | 0.0297      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.8        |
|    ep_rew_mean          | -728        |
| time/                   |             |
|    fps                  | 1097        |
|    iterations           | 7           |
|    time_elapsed         | 19          |
|    total_timesteps      | 575672      |
| train/                  |             |
|    approx_kl            | 0.059029568 |
|    clip_fraction        | 0.401       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.08       |
|    explained_variance   | 0.917       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.112      |
|    n_updates            | 3290        |
|    policy_gradient_loss | -0.0645     |
|    std                  | 0.318       |
|    value_loss           | 0.0249      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53         |
|    ep_rew_mean          | -726       |
| time/                   |            |
|    fps                  | 1083       |
|    iterations           | 8          |
|    time_elapsed         | 22         |
|    total_timesteps      | 578744     |
| train/                  |            |
|    approx_kl            | 0.05305655 |
|    clip_fraction        | 0.361      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.09      |
|    explained_variance   | 0.868      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0836    |
|    n_updates            | 3300       |
|    policy_gradient_loss | -0.0614    |
|    std                  | 0.318      |
|    value_loss           | 0.0388     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.7        |
|    ep_rew_mean          | -764        |
| time/                   |             |
|    fps                  | 1074        |
|    iterations           | 9           |
|    time_elapsed         | 25          |
|    total_timesteps      | 581816      |
| train/                  |             |
|    approx_kl            | 0.053019136 |
|    clip_fraction        | 0.374       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.899       |
|    learning_rate        | 7e-05       |
|    loss                 | -0.0875     |
|    n_updates            | 3310        |
|    policy_gradient_loss | -0.06       |
|    std                  | 0.319       |
|    value_loss           | 0.0385      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 58.5       |
|    ep_rew_mean          | -811       |
| time/                   |            |
|    fps                  | 1063       |
|    iterations           | 10         |
|    time_elapsed         | 28         |
|    total_timesteps      | 584888     |
| train/                  |            |
|    approx_kl            | 0.05305603 |
|    clip_fraction        | 0.388      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.09      |
|    explained_variance   | 0.875      |
|    learning_rate        | 7e-05      |
|    loss                 | -0.0896    |
|    n_updates            | 3320       |
|    policy_gradient_loss | -0.0694    |
|    std                  | 0.318      |
|    value_loss           | 0.0437     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.7        |
|    ep_rew_mean          | -769        |
| time/                   |             |
|    fps                  | 1054        |
|    iterations           | 11          |
|    time_elapsed         | 32          |
|    total_timesteps      | 587960      |
| train/                  |             |
|    approx_kl            | 0.055359576 |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.889       |
