---------------------------------
| rollout/           |          |
|    entropy_loss         | -1.87       |
|    explained_variance   | 0.884       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0998     |
|    n_updates            | 4090        |
|    policy_gradient_loss | -0.0477     |
|    std                  | 0.388       |
|    value_loss           | 0.0177      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.7        |
|    ep_rew_mean          | -523        |
| time/                   |             |
|    fps                  | 1119        |
|    iterations           | 9           |
|    time_elapsed         | 65          |
|    total_timesteps      | 1070264     |
| train/                  |             |
|    approx_kl            | 0.032953337 |
|    clip_fraction        | 0.293       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.89       |
|    explained_variance   | 0.873       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0865     |
|    n_updates            | 4100        |
|    policy_gradient_loss | -0.0444     |
|    std                  | 0.391       |
|    value_loss           | 0.0156      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50          |
|    ep_rew_mean          | -479        |
| time/                   |             |
|    fps                  | 1112        |
|    iterations           | 10          |
|    time_elapsed         | 73          |
|    total_timesteps      | 1078456     |
| train/                  |             |
|    approx_kl            | 0.034525998 |
|    clip_fraction        | 0.291       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.9        |
|    explained_variance   | 0.844       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0945     |
|    n_updates            | 4110        |
|    policy_gradient_loss | -0.0487     |
|    std                  | 0.391       |
|    value_loss           | 0.0194      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.6        |
|    ep_rew_mean          | -495        |
| time/                   |             |
|    fps                  | 1107        |
|    iterations           | 11          |
|    time_elapsed         | 81          |
|    total_timesteps      | 1086648     |
| train/                  |             |
|    approx_kl            | 0.033581935 |
|    clip_fraction        | 0.284       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.91       |
|    explained_variance   | 0.861       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0937     |
|    n_updates            | 4120        |
|    policy_gradient_loss | -0.0465     |
|    std                  | 0.392       |
|    value_loss           | 0.0143      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.8        |
|    ep_rew_mean          | -488        |
| time/                   |             |
|    fps                  | 1103        |
|    iterations           | 12          |
|    time_elapsed         | 89          |
|    total_timesteps      | 1094840     |
| train/                  |             |
|    approx_kl            | 0.032206796 |
|    clip_fraction        | 0.287       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.92       |
|    explained_variance   | 0.864       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0664     |
|    n_updates            | 4130        |
|    policy_gradient_loss | -0.0441     |
|    std                  | 0.393       |
|    value_loss           | 0.0163      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 54.5        |
|    ep_rew_mean          | -515        |
| time/                   |             |
|    fps                  | 1099        |
|    iterations           | 13          |
|    time_elapsed         | 96          |
|    total_timesteps      | 1103032     |
| train/                  |             |
|    approx_kl            | 0.032700203 |
|    clip_fraction        | 0.283       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.93       |
|    explained_variance   | 0.889       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.123      |
|    n_updates            | 4140        |
|    policy_gradient_loss | -0.0484     |
|    std                  | 0.393       |
|    value_loss           | 0.0163      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51.5       |
|    ep_rew_mean          | -492       |
| time/                   |            |
|    fps                  | 1091       |
|    iterations           | 14         |
|    time_elapsed         | 105        |
|    total_timesteps      | 1111224    |
| train/                  |            |
|    approx_kl            | 0.03137563 |
|    clip_fraction        | 0.272      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.93      |
|    explained_variance   | 0.874      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.066     |
|    n_updates            | 4150       |
|    policy_gradient_loss | -0.0461    |
|    std                  | 0.394      |
|    value_loss           | 0.0175     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.8        |
|    ep_rew_mean          | -476        |
| time/                   |             |
|    fps                  | 1082        |
|    iterations           | 15          |
|    time_elapsed         | 113         |
|    total_timesteps      | 1119416     |
| train/                  |             |
|    approx_kl            | 0.030996421 |
|    clip_fraction        | 0.276       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.95       |
|    explained_variance   | 0.881       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.077      |
|    n_updates            | 4160        |
|    policy_gradient_loss | -0.0456     |
|    std                  | 0.397       |
|    value_loss           | 0.0137      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.7        |
|    ep_rew_mean          | -511        |
| time/                   |             |
|    fps                  | 1074        |
|    iterations           | 16          |
|    time_elapsed         | 122         |
|    total_timesteps      | 1127608     |
| train/                  |             |
|    approx_kl            | 0.031900518 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.97       |
|    explained_variance   | 0.88        |
|    learning_rate        | 5e-05       |
|    loss                 | -0.106      |
|    n_updates            | 4170        |
|    policy_gradient_loss | -0.0449     |
|    std                  | 0.398       |
|    value_loss           | 0.0128      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.3        |
|    ep_rew_mean          | -501        |
| time/                   |             |
|    fps                  | 1068        |
|    iterations           | 17          |
|    time_elapsed         | 130         |
|    total_timesteps      | 1135800     |
| train/                  |             |
|    approx_kl            | 0.030083628 |
|    clip_fraction        | 0.275       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.874       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0865     |
|    n_updates            | 4180        |
|    policy_gradient_loss | -0.044      |
|    std                  | 0.399       |
|    value_loss           | 0.016       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.9        |
|    ep_rew_mean          | -514        |
| time/                   |             |
|    fps                  | 1064        |
|    iterations           | 18          |
|    time_elapsed         | 138         |
|    total_timesteps      | 1143992     |
| train/                  |             |
|    approx_kl            | 0.031968974 |
|    clip_fraction        | 0.278       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2          |
|    explained_variance   | 0.885       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.1        |
|    n_updates            | 4190        |
|    policy_gradient_loss | -0.0478     |
|    std                  | 0.4         |
|    value_loss           | 0.0136      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 53.1       |
|    ep_rew_mean          | -502       |
| time/                   |            |
|    fps                  | 1060       |
|    iterations           | 19         |
|    time_elapsed         | 146        |
|    total_timesteps      | 1152184    |
| train/                  |            |
|    approx_kl            | 0.03018033 |
|    clip_fraction        | 0.26       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.01      |
|    explained_variance   | 0.904      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0895    |
|    n_updates            | 4200       |
|    policy_gradient_loss | -0.0459    |
|    std                  | 0.401      |
|    value_loss           | 0.0113     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.7        |
|    ep_rew_mean          | -490        |
| time/                   |             |
|    fps                  | 1055        |
|    iterations           | 20          |
|    time_elapsed         | 155         |
|    total_timesteps      | 1160376     |
| train/                  |             |
|    approx_kl            | 0.031501032 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.01       |
|    explained_variance   | 0.884       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0953     |
|    n_updates            | 4210        |
|    policy_gradient_loss | -0.0449     |
|    std                  | 0.402       |
|    value_loss           | 0.0136      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.3        |
|    ep_rew_mean          | -470        |
| time/                   |             |
|    fps                  | 1051        |
|    iterations           | 21          |
|    time_elapsed         | 163         |
|    total_timesteps      | 1168568     |
| train/                  |             |
|    approx_kl            | 0.029445337 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.02       |
|    explained_variance   | 0.887       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.107      |
|    n_updates            | 4220        |
|    policy_gradient_loss | -0.0456     |
|    std                  | 0.403       |
|    value_loss           | 0.0138      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 49.3       |
|    ep_rew_mean          | -483       |
| time/                   |            |
|    fps                  | 1046       |
|    iterations           | 22         |
|    time_elapsed         | 172        |
|    total_timesteps      | 1176760    |
| train/                  |            |
|    approx_kl            | 0.03233911 |
|    clip_fraction        | 0.271      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.04      |
|    explained_variance   | 0.893      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0955    |
|    n_updates            | 4230       |
|    policy_gradient_loss | -0.0437    |
|    std                  | 0.405      |
|    value_loss           | 0.0143     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.8        |
|    ep_rew_mean          | -496        |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 23          |
|    time_elapsed         | 180         |
|    total_timesteps      | 1184952     |
| train/                  |             |
|    approx_kl            | 0.031652316 |
|    clip_fraction        | 0.278       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.05       |
|    explained_variance   | 0.898       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0895     |
|    n_updates            | 4240        |
|    policy_gradient_loss | -0.0472     |
|    std                  | 0.406       |
|    value_loss           | 0.0152      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 52.3       |
|    ep_rew_mean          | -501       |
| time/                   |            |
|    fps                  | 1041       |
|    iterations           | 24         |
|    time_elapsed         | 188        |
|    total_timesteps      | 1193144    |
| train/                  |            |
|    approx_kl            | 0.03106951 |
|    clip_fraction        | 0.276      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.06      |
|    explained_variance   | 0.859      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0954    |
|    n_updates            | 4250       |
|    policy_gradient_loss | -0.0463    |
|    std                  | 0.407      |
|    value_loss           | 0.0172     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51.3       |
|    ep_rew_mean          | -490       |
| time/                   |            |
|    fps                  | 1039       |
|    iterations           | 25         |
|    time_elapsed         | 197        |
|    total_timesteps      | 1201336    |
| train/                  |            |
|    approx_kl            | 0.03173459 |
|    clip_fraction        | 0.278      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.07      |
|    explained_variance   | 0.863      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0872    |
|    n_updates            | 4260       |
|    policy_gradient_loss | -0.0456    |
|    std                  | 0.408      |
|    value_loss           | 0.0165     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.3        |
|    ep_rew_mean          | -471        |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 26          |
|    time_elapsed         | 205         |
|    total_timesteps      | 1209528     |
| train/                  |             |
|    approx_kl            | 0.032887213 |
|    clip_fraction        | 0.287       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.08       |
|    explained_variance   | 0.872       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0868     |
|    n_updates            | 4270        |
|    policy_gradient_loss | -0.0454     |
|    std                  | 0.409       |
|    value_loss           | 0.0173      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.4        |
|    ep_rew_mean          | -460        |
| time/                   |             |
|    fps                  | 1034        |
|    iterations           | 27          |
|    time_elapsed         | 213         |
|    total_timesteps      | 1217720     |
| train/                  |             |
|    approx_kl            | 0.032970756 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.914       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0974     |
|    n_updates            | 4280        |
|    policy_gradient_loss | -0.0455     |
|    std                  | 0.41        |
|    value_loss           | 0.00732     |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 53.6     |
|    ep_rew_mean     | -743     |
| time/              |          |
|    fps             | 3678     |
|    iterations      | 1        |
|    time_elapsed    | 2        |
|    total_timesteps | 1225912  |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55.3        |
|    ep_rew_mean          | -765        |
| time/                   |             |
|    fps                  | 1506        |
|    iterations           | 2           |
|    time_elapsed         | 10          |
|    total_timesteps      | 1234104     |
| train/                  |             |
|    approx_kl            | 0.030937135 |
|    clip_fraction        | 0.285       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.11       |
|    explained_variance   | 0.839       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.116      |
|    n_updates            | 4300        |
|    policy_gradient_loss | -0.0511     |
|    std                  | 0.412       |
|    value_loss           | 0.0229      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 45.8       |
|    ep_rew_mean          | -633       |
| time/                   |            |
|    fps                  | 1242       |
|    iterations           | 3          |
|    time_elapsed         | 19         |
|    total_timesteps      | 1242296    |
| train/                  |            |
|    approx_kl            | 0.03134313 |
|    clip_fraction        | 0.281      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.13      |
|    explained_variance   | 0.807      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0772    |
|    n_updates            | 4310       |
|    policy_gradient_loss | -0.0507    |
|    std                  | 0.414      |
|    value_loss           | 0.0467     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 48.1       |
|    ep_rew_mean          | -660       |
| time/                   |            |
|    fps                  | 1149       |
|    iterations           | 4          |
|    time_elapsed         | 28         |
|    total_timesteps      | 1250488    |
| train/                  |            |
|    approx_kl            | 0.03019549 |
|    clip_fraction        | 0.27       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.15      |
|    explained_variance   | 0.869      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.1       |
|    n_updates            | 4320       |
|    policy_gradient_loss | -0.0443    |
|    std                  | 0.417      |
|    value_loss           | 0.0324     |
----------------------------------------
[long-eval] new best min_robot_dx=0.648 saved to RL\KNP\sb3_ppo_curriculum_best_long_human_like_phase_refined6.zip
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.9        |
|    ep_rew_mean          | -757        |
| time/                   |             |
|    fps                  | 1095        |
|    iterations           | 5           |
|    time_elapsed         | 37          |
|    total_timesteps      | 1258680     |
| train/                  |             |
|    approx_kl            | 0.030494897 |
|    clip_fraction        | 0.273       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.17       |
|    explained_variance   | 0.885       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0939     |
|    n_updates            | 4330        |
|    policy_gradient_loss | -0.0478     |
|    std                  | 0.418       |
|    value_loss           | 0.0313      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50.4       |
|    ep_rew_mean          | -702       |
| time/                   |            |
|    fps                  | 1064       |
|    iterations           | 6          |
|    time_elapsed         | 46         |
|    total_timesteps      | 1266872    |
| train/                  |            |
|    approx_kl            | 0.03069246 |
|    clip_fraction        | 0.269      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.18      |
|    explained_variance   | 0.899      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.104     |
|    n_updates            | 4340       |
|    policy_gradient_loss | -0.0486    |
|    std                  | 0.419      |
|    value_loss           | 0.0383     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.7        |
|    ep_rew_mean          | -723        |
| time/                   |             |
|    fps                  | 1047        |
|    iterations           | 7           |
|    time_elapsed         | 54          |
|    total_timesteps      | 1275064     |
| train/                  |             |
|    approx_kl            | 0.029393796 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.19       |
|    explained_variance   | 0.856       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0561     |
|    n_updates            | 4350        |
|    policy_gradient_loss | -0.0443     |
|    std                  | 0.42        |
|    value_loss           | 0.0589      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.7        |
|    ep_rew_mean          | -730        |
| time/                   |             |
|    fps                  | 1031        |
|    iterations           | 8           |
|    time_elapsed         | 63          |
|    total_timesteps      | 1283256     |
| train/                  |             |
|    approx_kl            | 0.032170366 |
|    clip_fraction        | 0.284       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.2        |
|    explained_variance   | 0.889       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0688     |
|    n_updates            | 4360        |
|    policy_gradient_loss | -0.0495     |
|    std                  | 0.422       |
|    value_loss           | 0.0462      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 49.8       |
|    ep_rew_mean          | -684       |
| time/                   |            |
|    fps                  | 1017       |
|    iterations           | 9          |
|    time_elapsed         | 72         |
|    total_timesteps      | 1291448    |
| train/                  |            |
|    approx_kl            | 0.02944208 |
|    clip_fraction        | 0.272      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.21      |
|    explained_variance   | 0.879      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0814    |
|    n_updates            | 4370       |
|    policy_gradient_loss | -0.0443    |
|    std                  | 0.423      |
|    value_loss           | 0.0499     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.4        |
|    ep_rew_mean          | -738        |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 10          |
|    time_elapsed         | 80          |
|    total_timesteps      | 1299640     |
| train/                  |             |
|    approx_kl            | 0.031371437 |
|    clip_fraction        | 0.271       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.22       |
|    explained_variance   | 0.883       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.108      |
|    n_updates            | 4380        |
|    policy_gradient_loss | -0.0462     |
|    std                  | 0.424       |
|    value_loss           | 0.048       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.4        |
|    ep_rew_mean          | -668        |
| time/                   |             |
|    fps                  | 1008        |
|    iterations           | 11          |
|    time_elapsed         | 89          |
|    total_timesteps      | 1307832     |
| train/                  |             |
|    approx_kl            | 0.030374132 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.23       |
|    explained_variance   | 0.896       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0763     |
|    n_updates            | 4390        |
|    policy_gradient_loss | -0.0464     |
|    std                  | 0.424       |
|    value_loss           | 0.0433      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.8        |
|    ep_rew_mean          | -683        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 12          |
|    time_elapsed         | 98          |
|    total_timesteps      | 1316024     |
| train/                  |             |
|    approx_kl            | 0.030094177 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.24       |
|    explained_variance   | 0.905       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0837     |
|    n_updates            | 4400        |
|    policy_gradient_loss | -0.046      |
|    std                  | 0.427       |
|    value_loss           | 0.0365      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.9        |
|    ep_rew_mean          | -693        |
| time/                   |             |
|    fps                  | 996         |
|    iterations           | 13          |
|    time_elapsed         | 106         |
|    total_timesteps      | 1324216     |
| train/                  |             |
|    approx_kl            | 0.029869193 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.26       |
|    explained_variance   | 0.894       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0619     |
|    n_updates            | 4410        |
|    policy_gradient_loss | -0.0465     |
|    std                  | 0.428       |
|    value_loss           | 0.0431      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.1        |
|    ep_rew_mean          | -709        |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 14          |
|    time_elapsed         | 115         |
|    total_timesteps      | 1332408     |
| train/                  |             |
|    approx_kl            | 0.030120632 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.27       |
|    explained_variance   | 0.88        |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0671     |
|    n_updates            | 4420        |
|    policy_gradient_loss | -0.0447     |
|    std                  | 0.43        |
|    value_loss           | 0.0498      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 53.2        |
|    ep_rew_mean          | -742        |
| time/                   |             |
|    fps                  | 990         |
|    iterations           | 15          |
|    time_elapsed         | 124         |
|    total_timesteps      | 1340600     |
| train/                  |             |
|    approx_kl            | 0.030026931 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.3        |
|    explained_variance   | 0.859       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0982     |
|    n_updates            | 4430        |
|    policy_gradient_loss | -0.0464     |
|    std                  | 0.432       |
|    value_loss           | 0.0543      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.4        |
|    ep_rew_mean          | -692        |
| time/                   |             |
|    fps                  | 922         |
|    iterations           | 16          |
|    time_elapsed         | 142         |
|    total_timesteps      | 1348792     |
| train/                  |             |
|    approx_kl            | 0.031000968 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.31       |
|    explained_variance   | 0.872       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.084      |
|    n_updates            | 4440        |
|    policy_gradient_loss | -0.0481     |
|    std                  | 0.433       |
|    value_loss           | 0.0508      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.7        |
|    ep_rew_mean          | -685        |
| time/                   |             |
|    fps                  | 899         |
|    iterations           | 17          |
|    time_elapsed         | 154         |
|    total_timesteps      | 1356984     |
| train/                  |             |
|    approx_kl            | 0.030351674 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.866       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.084      |
|    n_updates            | 4450        |
|    policy_gradient_loss | -0.0463     |
|    std                  | 0.435       |
|    value_loss           | 0.0481      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 50.1        |
|    ep_rew_mean          | -683        |
| time/                   |             |
|    fps                  | 872         |
|    iterations           | 18          |
|    time_elapsed         | 168         |
|    total_timesteps      | 1365176     |
| train/                  |             |
|    approx_kl            | 0.027705256 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.868       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0798     |
|    n_updates            | 4460        |
|    policy_gradient_loss | -0.0444     |
|    std                  | 0.437       |
|    value_loss           | 0.0508      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50.8       |
|    ep_rew_mean          | -693       |
| time/                   |            |
|    fps                  | 846        |
|    iterations           | 19         |
|    time_elapsed         | 183        |
|    total_timesteps      | 1373368    |
| train/                  |            |
|    approx_kl            | 0.03227175 |
|    clip_fraction        | 0.284      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.36      |
|    explained_variance   | 0.906      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0883    |
|    n_updates            | 4470       |
|    policy_gradient_loss | -0.0506    |
|    std                  | 0.438      |
|    value_loss           | 0.034      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.5        |
|    ep_rew_mean          | -671        |
| time/                   |             |
|    fps                  | 849         |
|    iterations           | 20          |
|    time_elapsed         | 192         |
|    total_timesteps      | 1381560     |
| train/                  |             |
|    approx_kl            | 0.030897455 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.36       |
|    explained_variance   | 0.875       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0762     |
|    n_updates            | 4480        |
|    policy_gradient_loss | -0.0475     |
|    std                  | 0.438       |
|    value_loss           | 0.0497      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.2        |
|    ep_rew_mean          | -707        |
| time/                   |             |
|    fps                  | 853         |
|    iterations           | 21          |
|    time_elapsed         | 201         |
|    total_timesteps      | 1389752     |
| train/                  |             |
|    approx_kl            | 0.030490268 |
|    clip_fraction        | 0.265       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.37       |
|    explained_variance   | 0.885       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0852     |
|    n_updates            | 4490        |
|    policy_gradient_loss | -0.0453     |
|    std                  | 0.44        |
|    value_loss           | 0.0398      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 52.9       |
|    ep_rew_mean          | -739       |
| time/                   |            |
|    fps                  | 858        |
|    iterations           | 22         |
|    time_elapsed         | 210        |
|    total_timesteps      | 1397944    |
| train/                  |            |
|    approx_kl            | 0.03253286 |
|    clip_fraction        | 0.274      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.38      |
|    explained_variance   | 0.894      |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0919    |
|    n_updates            | 4500       |
|    policy_gradient_loss | -0.0498    |
|    std                  | 0.441      |
|    value_loss           | 0.0429     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 55          |
|    ep_rew_mean          | -768        |
| time/                   |             |
|    fps                  | 861         |
|    iterations           | 23          |
|    time_elapsed         | 218         |
|    total_timesteps      | 1406136     |
| train/                  |             |
|    approx_kl            | 0.030760504 |
|    clip_fraction        | 0.28        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.39       |
|    explained_variance   | 0.887       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0892     |
|    n_updates            | 4510        |
|    policy_gradient_loss | -0.0502     |
|    std                  | 0.441       |
|    value_loss           | 0.0543      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 56.4        |
|    ep_rew_mean          | -781        |
| time/                   |             |
|    fps                  | 865         |
|    iterations           | 24          |
|    time_elapsed         | 227         |
|    total_timesteps      | 1414328     |
| train/                  |             |
|    approx_kl            | 0.029481374 |
|    clip_fraction        | 0.269       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.39       |
|    explained_variance   | 0.886       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0887     |
|    n_updates            | 4520        |
|    policy_gradient_loss | -0.0482     |
|    std                  | 0.442       |
|    value_loss           | 0.0513      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 50.7       |
|    ep_rew_mean          | -695       |
| time/                   |            |
|    fps                  | 830        |
|    iterations           | 25         |
|    time_elapsed         | 246        |
|    total_timesteps      | 1422520    |
| train/                  |            |
|    approx_kl            | 0.03004558 |
|    clip_fraction        | 0.264      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.4       |
|    explained_variance   | 0.88       |
|    learning_rate        | 5e-05      |
|    loss                 | -0.0684    |
|    n_updates            | 4530       |
|    policy_gradient_loss | -0.0476    |
|    std                  | 0.443      |
|    value_loss           | 0.0587     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.8        |
|    ep_rew_mean          | -677        |
| time/                   |             |
|    fps                  | 824         |
|    iterations           | 26          |
|    time_elapsed         | 258         |
|    total_timesteps      | 1430712     |
| train/                  |             |
